Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
55,Female,Research & Development,Research Scientist,60294,19,3,2,No,3,0,4,0
21,Female,Research & Development,Laboratory Technician,105884,15,4,1,Yes,11,3,2,1
48,Female,Sales,Sales Representative,104596,9,3,1,Yes,18,0,4,1
49,Female,Human Resources,Manager,65496,18,2,1,Yes,20,3,1,1
33,Female,Research & Development,Research Director,69857,11,2,2,No,31,1,4,0
29,Male,Human Resources,Manager,64764,16,4,1,No,29,5,2,0
18,Female,Sales,Sales Executive,21074,15,3,2,No,28,6,2,0
57,Female,Human Resources,Research Director,19281,11,4,3,Yes,7,6,3,0
57,Female,Human Resources,Research Scientist,26215,2,3,2,No,27,6,4,0
28,Female,Research & Development,Research Scientist,72211,7,3,1,No,32,0,4,0
19,Female,Sales,Research Director,83906,23,1,3,No,30,3,1,0
23,Male,Research & Development,Research Scientist,70127,13,1,1,No,23,1,3,0
20,Female,Research & Development,Healthcare Representative,143948,15,3,3,No,4,0,2,0
52,Female,Human Resources,Healthcare Representative,45346,6,1,2,No,6,2,3,0
55,Male,Research & Development,Sales Representative,68050,17,1,2,No,29,3,2,0
24,Female,Sales,Sales Executive,48388,12,4,1,Yes,34,2,4,1
49,Male,Sales,Sales Executive,55466,5,3,2,No,33,0,2,1
25,Female,Research & Development,Manufacturing Director,93858,3,1,1,No,17,2,2,1
33,Female,Human Resources,Healthcare Representative,56837,9,2,3,No,23,1,2,0
43,Male,Sales,Research Director,57899,14,2,1,No,7,0,3,0
48,Male,Research & Development,Manager,105561,7,1,3,Yes,24,3,4,1
54,Female,Human Resources,Research Scientist,127084,6,3,2,No,8,0,1,0
19,Male,Sales,Human Resources,43696,6,2,3,No,32,6,3,0
26,Female,Sales,Healthcare Representative,30036,7,4,3,No,31,5,1,0
29,Male,Research & Development,Human Resources,47329,18,1,3,No,2,6,3,0
31,Female,Research & Development,Human Resources,92982,12,4,4,No,37,0,3,0
59,Female,Sales,Sales Executive,144557,11,1,3,No,32,3,4,0
50,Female,Research & Development,Healthcare Representative,36606,4,4,4,No,15,5,1,0
31,Male,Research & Development,Manufacturing Director,20773,13,4,2,No,18,4,4,0
58,Female,Human Resources,Healthcare Representative,86312,24,2,4,No,4,2,3,0
38,Male,Human Resources,Laboratory Technician,148775,18,2,2,Yes,37,5,3,0
39,Male,Research & Development,Manager,89593,11,1,3,No,4,2,3,0
36,Male,Research & Development,Healthcare Representative,139803,7,2,2,No,36,6,3,0
24,Female,Sales,Research Scientist,101710,8,3,4,No,26,0,1,0
57,Female,Research & Development,Laboratory Technician,19266,0,3,2,No,36,4,4,0
18,Male,Sales,Research Scientist,72702,0,1,3,No,15,0,2,0
25,Male,Research & Development,Research Director,118956,19,1,1,No,35,6,1,0
27,Female,Sales,Sales Representative,83779,21,3,3,Yes,17,2,3,1
29,Male,Research & Development,Manufacturing Director,41297,24,3,1,No,14,0,4,0
23,Male,Sales,Manufacturing Director,39428,15,4,2,Yes,14,5,3,0
18,Female,Sales,Sales Executive,104577,23,4,1,No,38,6,1,0
46,Male,Sales,Laboratory Technician,77507,10,3,2,No,19,6,4,0
58,Female,Research & Development,Human Resources,92507,6,3,2,Yes,19,3,4,0
23,Female,Research & Development,Sales Executive,65359,6,3,2,No,26,0,2,0
30,Male,Sales,Research Scientist,60770,5,2,2,No,22,1,3,0
39,Male,Human Resources,Research Director,104927,18,3,1,No,22,0,4,0
56,Female,Human Resources,Healthcare Representative,16047,0,1,3,No,15,0,1,1
47,Female,Research & Development,Sales Executive,73700,23,4,4,No,7,1,2,0
50,Female,Research & Development,Healthcare Representative,65043,19,4,2,No,39,3,2,0
42,Male,Research & Development,Sales Representative,120211,9,2,1,No,20,5,1,0
35,Female,Sales,Manufacturing Director,113336,17,2,1,No,38,4,1,0
26,Female,Research & Development,Manufacturing Director,72508,3,2,3,No,18,1,3,0
54,Male,Sales,Manager,50466,10,4,4,No,24,4,2,0
51,Female,Human Resources,Manager,46829,2,1,4,No,22,1,1,0
19,Female,Human Resources,Human Resources,43519,2,2,2,No,38,3,2,1
48,Male,Research & Development,Laboratory Technician,51947,0,3,2,No,5,6,1,0
21,Male,Research & Development,Laboratory Technician,117677,19,3,1,No,21,0,3,0
49,Female,Research & Development,Research Scientist,21113,18,2,1,No,6,6,2,0
52,Male,Human Resources,Manager,18527,22,1,4,No,34,1,3,0
23,Male,Sales,Healthcare Representative,87889,24,3,2,No,21,4,4,0
36,Male,Sales,Manufacturing Director,45166,24,3,2,No,36,1,2,0
23,Female,Research & Development,Sales Representative,127168,24,4,2,No,11,1,4,0
41,Male,Research & Development,Manufacturing Director,116547,0,1,2,No,7,3,1,0
56,Female,Research & Development,Research Scientist,118830,19,1,4,No,25,2,4,0
21,Female,Sales,Healthcare Representative,76698,18,2,4,No,6,3,2,0
34,Female,Research & Development,Manufacturing Director,74101,4,3,3,No,15,1,2,0
58,Female,Sales,Manufacturing Director,72454,3,1,2,No,13,6,4,0
30,Male,Sales,Healthcare Representative,41476,24,1,3,No,9,4,2,0
23,Male,Sales,Human Resources,91589,22,2,2,No,6,5,3,1
38,Male,Research & Development,Research Scientist,131570,8,2,3,Yes,26,5,4,1
39,Female,Human Resources,Laboratory Technician,49645,1,3,1,Yes,30,5,2,1
45,Female,Research & Development,Manager,22665,8,1,3,No,16,0,2,1
31,Male,Research & Development,Sales Executive,91235,0,4,1,No,11,4,2,0
58,Female,Research & Development,Research Scientist,68895,17,1,3,Yes,7,6,2,0
39,Female,Research & Development,Manager,122656,9,2,3,No,27,0,2,0
30,Male,Research & Development,Healthcare Representative,130643,1,4,1,No,32,3,1,0
58,Male,Research & Development,Manager,143336,24,3,3,No,22,1,4,0
56,Male,Research & Development,Research Scientist,68078,20,4,1,No,17,5,3,0
38,Male,Sales,Research Director,136735,22,1,2,No,26,6,4,0
19,Male,Sales,Healthcare Representative,30913,24,3,1,No,36,0,3,1
43,Female,Human Resources,Research Scientist,65319,0,1,3,No,39,5,2,1
41,Female,Research & Development,Laboratory Technician,50903,19,3,3,No,8,2,2,0
24,Female,Human Resources,Laboratory Technician,139618,19,2,2,Yes,19,6,4,1
44,Male,Human Resources,Healthcare Representative,96003,19,4,4,No,35,0,1,0
53,Female,Sales,Healthcare Representative,64390,6,1,3,No,25,1,2,0
22,Male,Research & Development,Manufacturing Director,35524,9,4,3,Yes,32,5,3,1
48,Male,Research & Development,Healthcare Representative,120703,23,2,1,No,39,5,3,0
23,Female,Research & Development,Human Resources,103416,1,3,3,Yes,5,0,3,0
49,Female,Sales,Human Resources,130149,16,3,3,No,24,1,1,0
35,Male,Sales,Healthcare Representative,74151,19,1,4,No,21,2,1,0
18,Male,Research & Development,Human Resources,35237,19,2,3,No,12,0,3,0
58,Female,Research & Development,Research Director,60142,14,3,1,No,26,5,2,0
24,Female,Research & Development,Research Director,98710,19,4,3,No,5,4,2,0
43,Male,Research & Development,Laboratory Technician,47524,22,4,1,No,20,5,4,0
25,Female,Research & Development,Manufacturing Director,24545,19,3,2,Yes,17,3,3,0
57,Female,Human Resources,Manufacturing Director,126149,2,2,4,No,16,4,3,0
49,Male,Research & Development,Sales Executive,86621,6,2,4,No,24,4,1,0
51,Female,Research & Development,Sales Executive,68550,7,2,4,Yes,37,4,3,0
36,Female,Research & Development,Manager,89634,8,2,2,Yes,37,3,4,0
37,Female,Research & Development,Manufacturing Director,114694,9,2,3,No,28,4,3,0
44,Male,Research & Development,Research Director,15181,5,4,3,Yes,13,4,4,0
50,Male,Research & Development,Sales Representative,74447,17,2,1,No,38,4,4,0
53,Female,Research & Development,Sales Executive,49322,2,1,4,Yes,39,6,4,0
18,Female,Human Resources,Research Director,27402,19,3,4,No,34,2,2,0
45,Male,Human Resources,Healthcare Representative,19856,16,3,1,No,35,6,2,0
22,Female,Research & Development,Manager,74468,24,2,4,No,32,0,2,0
30,Female,Research & Development,Human Resources,88434,0,3,2,No,30,3,4,0
52,Male,Research & Development,Manager,83537,7,4,3,Yes,29,3,2,0
28,Female,Research & Development,Sales Executive,120699,22,4,3,No,25,6,4,0
51,Male,Research & Development,Research Scientist,76808,12,4,1,No,26,0,4,0
37,Male,Research & Development,Manufacturing Director,94635,14,3,1,No,16,1,3,0
27,Male,Research & Development,Sales Executive,125192,0,1,3,No,35,3,1,1
32,Male,Research & Development,Research Scientist,103734,19,3,4,Yes,25,5,3,0
40,Female,Research & Development,Research Director,137964,6,4,4,No,24,3,1,0
50,Male,Sales,Research Scientist,44915,24,4,2,No,29,4,3,0
43,Female,Research & Development,Research Scientist,121215,9,4,4,Yes,3,1,1,0
57,Male,Research & Development,Healthcare Representative,109060,4,4,2,No,36,6,1,0
54,Female,Sales,Sales Executive,93675,14,3,3,Yes,23,5,3,0
49,Male,Human Resources,Laboratory Technician,15505,11,1,2,No,37,0,2,1
43,Female,Research & Development,Human Resources,88095,11,2,3,No,5,4,3,0
30,Female,Sales,Manager,130892,23,2,3,No,10,0,2,1
35,Female,Research & Development,Human Resources,102023,9,4,3,Yes,38,3,2,0
22,Male,Research & Development,Manufacturing Director,15688,9,4,2,Yes,28,4,1,0
33,Male,Research & Development,Manager,53857,15,2,3,No,26,6,2,0
56,Male,Research & Development,Laboratory Technician,91861,4,2,3,Yes,16,0,4,1
35,Male,Human Resources,Manufacturing Director,124599,20,1,2,No,22,2,4,0
22,Male,Research & Development,Research Scientist,75064,5,1,3,No,22,4,2,0
45,Female,Research & Development,Research Director,130674,6,2,1,No,8,1,1,0
58,Male,Sales,Research Scientist,122440,0,1,4,No,23,4,4,0
54,Male,Research & Development,Research Scientist,51074,8,2,1,Yes,21,1,3,1
29,Male,Research & Development,Healthcare Representative,41318,14,4,4,Yes,13,1,1,0
37,Female,Research & Development,Manufacturing Director,136880,17,3,4,No,14,3,1,0
40,Female,Research & Development,Laboratory Technician,94542,22,3,4,No,30,4,1,0
28,Female,Research & Development,Manufacturing Director,129578,19,1,1,No,27,1,4,0
29,Male,Research & Development,Laboratory Technician,139488,8,4,1,No,19,6,4,0
27,Male,Sales,Human Resources,72305,20,3,1,No,24,6,2,0
59,Female,Human Resources,Manager,21174,4,3,2,No,10,0,1,0
49,Female,Research & Development,Human Resources,137715,5,2,4,No,20,2,3,0
53,Male,Human Resources,Human Resources,93782,8,3,4,No,22,3,2,0
52,Male,Human Resources,Manager,31259,13,4,3,No,10,3,1,0
58,Male,Human Resources,Research Director,86522,5,3,4,No,7,1,2,0
22,Female,Research & Development,Sales Executive,18778,22,2,1,No,21,3,2,0
55,Male,Research & Development,Human Resources,54122,6,3,4,No,37,6,1,0
20,Female,Sales,Healthcare Representative,61962,9,4,2,Yes,19,2,3,0
37,Female,Research & Development,Sales Representative,76337,15,2,3,No,36,1,2,0
42,Female,Research & Development,Laboratory Technician,91333,10,4,4,No,34,5,3,0
33,Female,Research & Development,Sales Executive,128318,10,3,3,No,30,3,3,0
24,Male,Human Resources,Research Director,62444,24,1,2,Yes,35,4,4,1
26,Female,Sales,Healthcare Representative,114269,10,4,3,No,17,4,4,0
52,Male,Research & Development,Research Scientist,142179,2,3,2,No,30,5,3,0
31,Male,Research & Development,Manager,116049,18,2,3,No,6,5,4,0
31,Male,Research & Development,Sales Executive,49385,17,1,2,No,13,4,3,1
56,Male,Sales,Healthcare Representative,106493,5,4,2,No,23,3,1,0
24,Male,Sales,Sales Representative,52963,21,4,1,No,2,3,4,0
56,Male,Research & Development,Sales Representative,79518,9,1,2,No,30,1,4,0
56,Male,Research & Development,Healthcare Representative,100701,3,3,3,No,37,3,2,0
43,Male,Sales,Manufacturing Director,54585,4,1,4,No,5,4,2,0
24,Male,Sales,Research Director,15521,17,2,1,No,39,5,4,0
24,Male,Research & Development,Research Scientist,128017,5,3,1,Yes,4,5,2,0
29,Female,Sales,Sales Executive,113220,11,1,3,No,5,2,2,0
42,Male,Research & Development,Research Scientist,31623,18,3,3,No,30,5,3,0
24,Male,Research & Development,Research Director,65958,21,2,1,No,27,3,2,0
37,Male,Sales,Healthcare Representative,50328,12,3,2,No,37,2,2,0
22,Male,Research & Development,Sales Executive,146995,22,4,1,No,17,1,4,0
40,Female,Sales,Research Scientist,142144,7,1,1,No,23,1,1,0
18,Female,Research & Development,Sales Executive,108341,21,4,1,No,6,4,1,0
47,Female,Human Resources,Research Director,74504,6,1,3,No,27,1,2,0
20,Female,Research & Development,Healthcare Representative,22049,1,1,4,No,39,0,1,1
26,Male,Human Resources,Sales Executive,48334,18,2,2,No,24,1,2,0
25,Female,Sales,Research Scientist,27504,18,2,1,No,37,6,1,0
52,Male,Research & Development,Manager,121581,23,1,4,No,16,1,3,0
20,Female,Research & Development,Manager,26902,23,2,2,Yes,39,1,3,1
36,Male,Research & Development,Research Director,106463,2,4,1,No,21,2,2,0
42,Female,Human Resources,Sales Executive,143604,15,3,1,No,6,2,3,0
39,Male,Sales,Sales Executive,56571,17,3,2,No,15,6,1,0
46,Female,Human Resources,Sales Executive,107346,15,1,3,Yes,20,1,1,1
51,Male,Human Resources,Manufacturing Director,133680,0,1,2,No,3,2,2,0
34,Female,Research & Development,Sales Representative,72726,1,2,2,No,35,2,1,1
52,Female,Research & Development,Manager,75593,16,4,2,No,10,1,4,0
31,Female,Research & Development,Research Scientist,42065,21,4,4,No,27,2,2,0
59,Male,Sales,Manager,72713,4,1,3,No,36,1,2,1
39,Male,Research & Development,Manager,132941,1,2,3,Yes,17,5,2,0
48,Female,Research & Development,Research Scientist,104552,10,2,2,No,24,5,2,0
54,Male,Human Resources,Sales Representative,42210,7,3,3,No,21,1,1,0
51,Male,Research & Development,Manufacturing Director,86082,24,1,4,Yes,30,3,4,0
53,Male,Research & Development,Sales Executive,110401,23,2,3,Yes,2,1,1,0
40,Male,Research & Development,Manufacturing Director,25441,13,4,4,Yes,15,6,2,0
19,Male,Research & Development,Sales Representative,118048,23,2,1,Yes,24,0,4,1
38,Male,Human Resources,Sales Representative,42168,5,4,4,No,4,2,2,0
25,Female,Sales,Laboratory Technician,54778,24,3,4,No,34,2,3,0
55,Female,Human Resources,Sales Representative,71206,11,3,3,No,25,2,1,0
27,Male,Research & Development,Manufacturing Director,83163,11,2,4,No,1,6,2,0
27,Male,Human Resources,Healthcare Representative,138661,1,4,3,No,1,3,4,0
28,Male,Research & Development,Sales Executive,45103,4,1,2,No,7,2,2,0
44,Female,Research & Development,Human Resources,49539,4,4,3,No,26,5,2,0
41,Male,Research & Development,Research Director,66155,12,4,3,No,21,5,1,0
57,Female,Research & Development,Research Scientist,130732,4,3,1,No,19,1,3,0
35,Female,Sales,Manager,145293,2,4,1,No,22,3,2,0
29,Female,Research & Development,Research Director,76356,15,3,2,No,20,2,4,0
20,Male,Research & Development,Healthcare Representative,108573,21,3,3,No,14,3,2,0
18,Female,Research & Development,Research Scientist,138830,1,1,1,No,1,2,4,0
33,Female,Research & Development,Human Resources,129292,14,1,4,No,2,5,4,0
56,Female,Research & Development,Laboratory Technician,106971,24,1,1,Yes,27,6,4,1
39,Female,Sales,Manufacturing Director,87980,10,1,4,No,30,0,3,0
55,Female,Research & Development,Manufacturing Director,147886,4,4,3,No,10,5,3,0
22,Male,Sales,Human Resources,47270,1,1,2,No,10,6,2,0
21,Female,Research & Development,Healthcare Representative,63973,23,1,2,No,16,2,1,0
53,Female,Research & Development,Sales Representative,111238,10,4,3,Yes,26,3,1,1
22,Male,Research & Development,Human Resources,17820,2,2,1,No,24,0,2,1
20,Male,Research & Development,Human Resources,82576,21,4,3,No,22,2,3,0
34,Female,Human Resources,Research Director,130348,20,4,3,No,2,1,1,0
56,Male,Research & Development,Human Resources,38874,17,3,1,No,17,6,4,1
46,Male,Research & Development,Human Resources,123418,2,4,4,Yes,30,0,4,0
22,Female,Research & Development,Human Resources,70678,2,4,3,Yes,24,2,1,0
53,Female,Research & Development,Manager,131169,5,1,1,No,32,3,1,0
53,Female,Sales,Research Scientist,100703,3,1,3,Yes,28,6,4,1
51,Male,Research & Development,Research Scientist,36218,13,2,2,No,36,5,1,1
55,Male,Research & Development,Research Director,114269,9,3,4,No,23,6,1,0
28,Female,Research & Development,Laboratory Technician,22580,19,4,2,No,23,2,1,0
59,Female,Sales,Research Director,47834,2,1,4,No,22,1,3,0
31,Male,Sales,Human Resources,134932,18,1,4,Yes,11,3,1,1
51,Male,Human Resources,Manager,133259,23,2,1,No,18,2,1,0
42,Male,Human Resources,Sales Representative,21255,3,2,2,No,7,0,2,1
50,Female,Human Resources,Laboratory Technician,66239,16,4,1,Yes,17,5,3,0
44,Male,Human Resources,Manufacturing Director,27707,12,2,2,No,6,0,4,0
44,Female,Research & Development,Human Resources,51603,2,4,1,No,20,1,1,0
43,Male,Sales,Research Director,145606,7,1,3,Yes,38,6,2,0
50,Female,Sales,Research Scientist,41341,19,1,1,Yes,18,5,3,0
49,Male,Research & Development,Human Resources,101595,21,4,3,No,29,4,2,0
23,Female,Sales,Healthcare Representative,123563,9,1,2,No,18,0,3,0
52,Female,Human Resources,Research Director,133932,2,1,4,No,36,1,1,0
40,Male,Sales,Healthcare Representative,62812,6,3,4,No,9,1,3,0
31,Male,Sales,Manager,109077,21,1,3,No,33,4,4,0
39,Female,Sales,Research Scientist,80258,14,1,2,Yes,29,3,3,1
58,Female,Sales,Manufacturing Director,29490,10,2,3,No,35,2,3,0
54,Female,Sales,Sales Representative,45080,0,3,3,No,6,5,1,0
53,Female,Research & Development,Research Director,116002,19,3,1,No,35,5,4,0
37,Female,Research & Development,Sales Executive,107622,11,3,2,No,36,5,3,0
50,Female,Research & Development,Sales Executive,85347,13,1,4,No,12,0,3,0
34,Male,Human Resources,Sales Representative,120439,21,2,2,Yes,25,4,1,1
46,Female,Research & Development,Healthcare Representative,108320,14,2,1,No,23,1,3,0
44,Male,Research & Development,Research Director,60822,23,2,4,Yes,2,1,3,0
28,Male,Research & Development,Sales Executive,54683,13,3,4,No,21,6,3,0
29,Male,Sales,Manufacturing Director,142585,8,1,3,Yes,26,2,1,0
20,Male,Research & Development,Sales Executive,146198,23,3,3,No,8,5,1,0
23,Male,Human Resources,Sales Representative,19132,16,4,2,Yes,15,1,2,1
36,Female,Research & Development,Research Director,121751,19,3,2,No,23,6,3,0
38,Male,Sales,Research Scientist,32947,5,2,4,Yes,37,1,2,1
24,Male,Research & Development,Laboratory Technician,131265,16,2,4,No,3,1,3,0
35,Male,Research & Development,Research Director,94486,14,3,2,No,37,2,4,0
43,Female,Research & Development,Sales Executive,107849,2,3,2,No,32,1,4,0
27,Female,Research & Development,Human Resources,109689,6,2,1,No,33,4,3,0
32,Female,Human Resources,Research Director,96664,22,1,1,No,2,1,3,0
33,Male,Research & Development,Research Scientist,48842,14,3,2,No,23,1,1,0
39,Female,Research & Development,Research Scientist,123970,19,3,3,No,15,4,1,0
33,Female,Sales,Sales Representative,89799,4,1,3,Yes,36,0,3,0
48,Male,Sales,Sales Executive,88582,5,3,4,No,29,3,4,0
31,Female,Human Resources,Healthcare Representative,57982,23,1,2,No,26,4,1,0
36,Male,Research & Development,Sales Executive,16355,10,3,1,No,2,3,3,0
33,Female,Research & Development,Healthcare Representative,89802,22,3,4,No,35,0,2,0
25,Female,Research & Development,Manufacturing Director,61587,20,1,4,No,20,1,1,0
46,Male,Sales,Sales Representative,104009,8,3,3,No,7,6,2,0
27,Female,Research & Development,Research Director,64209,23,1,1,No,35,5,2,1
30,Male,Sales,Healthcare Representative,146329,19,2,2,No,36,2,4,1
51,Male,Research & Development,Manager,106918,3,3,3,Yes,20,6,4,0
57,Female,Research & Development,Manager,76519,2,2,4,No,26,0,4,0
46,Female,Sales,Human Resources,110606,3,4,3,No,24,0,1,0
56,Female,Sales,Laboratory Technician,102509,18,4,2,Yes,12,6,4,0
53,Female,Research & Development,Laboratory Technician,98773,3,4,2,No,30,4,3,0
38,Male,Sales,Manufacturing Director,93035,7,1,2,No,39,4,1,1
50,Female,Sales,Sales Representative,140803,10,1,1,No,37,2,3,1
